GRB,EP,Instrument,RA_deg,Dec_deg,Error_deg,po_CircularID,TriggerDate,TriggerTime,time_CircularID,T90_s,T90_err_s,T90_CircularID,GRBType,CircularID,EnergyBand,redshift,z_CircularID,Comment,CircularType
GRB 250113A,,"Konus-Wind, SVOM/GRM, INTEGRAL, IPN",321.4,-21.6,2.7,38923,2025-01-13,06:24:33.686000,38954,46.8,,38954.0,L,"38954, 38923, 38935, 38953",,,,,"Detection, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation; Detection, Localization, Gamma-ray, Optical, Timing, Observation; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing"
GRB 250109A,EP250109a,"Swift/BAT, GRBAlpha, Fermi/GBM",88.80698,-12.4958,5.8,38899,2025-01-09,06:17:08.600000,38900,16.384,,38900.0,"L, L?","38900, 38920, 38873, 38899, 38887",10-1000 keV,,,,"Detection, Localization, Gamma-ray, X-ray; Detection, Gamma-ray, X-ray, Radio, Timing, Observation; Detection, Localization, Gamma-ray; Detection, Localization, X-ray, Optical, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Observation"
GRB 250108B,,Swift/BAT,201.312,25.622,0.03,38876,2025-01-08,10:23:06,38847,30.0,,38847.0,,"38876, 38847",15-150 keV,"0.2, 0.29","38877, 38855",,"Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Upper Limit"
GRB 250107D,,"CALET, GRBAlpha, IPN, Konus-Wind",259.3,-29.71,,38880,2025-01-07,05:23:26,38880,0.5,,38919.0,"S, L","38897, 38919, 38880, 38881",,,,,"Detection, Gamma-ray, Timing; Detection, Gamma-ray, Radio, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 250107C,,"SVOM/GRM, IPN, Konus-Wind, CALET",,,,38870,2025-01-07,18:52:14.719000,38895,4.0,,38895.0,L,"38870, 38879, 38895, 38896, 39013",,,,,"Detection, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Timing"
GRB 250107B,,Fermi/GBM,110.8,59.6,25.9,38839,2025-01-07,11:34:04,38839,,,,S?,38839,,,,,"Detection, Localization, Gamma-ray"
GRB 250107A,,"Swift/BAT, Fermi/GBM",302.52,45.564,0.0666666666666666,38840,2025-01-07,05:02:30,38836,53.0,,38844.0,L?,"38840, 38844, 38836",10-1000 keV,,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 250102A,,Fermi/GBM,340.8,42.3,1.0,38784,2025-01-02,22:38:05,38784,,,,L?,38784,,,,,"Detection, Localization, Gamma-ray"
GRB 250101B,,"SVOM/GRM, Fermi/GBM",70.87,-3.25,3.29,38903,2025-01-01,23:14:12,38793,5.27,1.24,38793.0,L?,"38793, 38766, 38903",10-1000 keV,,,,"Detection, Gamma-ray, Optical, Timing, Observation; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 250101A,,Swift/BAT,37.057,19.181,0.0316666666666666,38782,2025-01-01,13:22:50,38752,25.0,,38752.0,,"38782, 38752",15-150 keV,"2.49, 2.481","38773, 38810, 38775, 38759, 38776, 38769",,"Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing"
GRB 241229C,,Fermi/GBM,219.8,15.3,16.2,38716,2024-12-29,23:27:37,38716,,,,S?,38716,,,,likely due to a solar flare.,"Detection, Localization, Gamma-ray"
GRB 241229B,,"Fermi/GBM, SVOM/GRM, Swift/BAT",274.14,74.694,0.02,38721,2024-12-29,01:36:15,38699,10.0,,38699.0,L?,"38712, 38738, 38721, 38699, 38698","10-1000 keV, 15-150 keV",,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Optical, Timing, Observation; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Timing; Detection, Localization, Gamma-ray"
GRB 241228B,,"Swift/BAT, Fermi/GBM, Fermi/LAT",127.8,6.9,0.1,38843,2024-12-28,04:13:05,38682,19.5,,38714.0,L?,"38700, 38682, 38843, 38714",10-1000 keV,2.674,"38704, 38714",,"Detection, Localization, Gamma-ray, Optical; Detection, Localization, Gamma-ray; Detection, Gamma-ray, X-ray, Observation; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Redshift, Observation"
GRB 241228A,,"Fermi/GBM, Konus-Wind, Swift/BAT",344.81,18.608,0.0166666666666666,38701,2024-12-28,03:57:10.170000,38695,8.3,,38695.0,L,"38695, 38727, 38701, 38681","10-1000 keV, 15-150 keV",,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Upper Limit"
GRB 241226A,,"Swift/BAT, Fermi/GBM",79.2,6.0,6.8,38674,2024-12-26,22:33:39,38674,16.384,,38690.0,L?,"38690, 38674",,,,,"Detection, Localization, Gamma-ray"
GRB 241223A,,"Fermi/GBM, GRBAlpha",160.4,-34.3,0.8,38651,2024-12-23,12:08:46,38650,30.5,,38668.0,"L?, L","38668, 38650, 38678, 38651",10-1000 keV,,,,"Detection, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Radio, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy"
GRB 241221A,,Fermi/GBM,79.5,29.2,11.1,38643,2024-12-21,00:22:34,38643,,,,L?,38643,,,,,"Detection, Localization, Gamma-ray"
GRB 241219A,,SVOM/GRM,,,,38662,2024-12-19,01:12:42,38662,35.0,,38662.0,,38662,,,,,"Detection, Gamma-ray, Timing, Observation"
GRB 241218A,,Swift/BAT,185.687,29.984,0.035,38629,2024-12-18,00:08:51,38601,25.0,,38601.0,,"38629, 38601",15-150 keV,,,,"Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Upper Limit"
GRB 241215A,,INTEGRAL,10.5861,32.519,0.0416666666666666,38573,2024-12-15,13:53:15,38573,30.0,,38573.0,L,38573,,,,,"Detection, Localization, Refined Localization"
GRB 241214A,,"SVOM/GRM, Swift/BAT, GRBAlpha",,,,38578,2024-12-14,03:24:32,38591,2.5,,38591.0,L,"38578, 38582, 38591",,,,,"Detection, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Radio, Timing, Observation"
GRB 241213B,,"CALET, MAXI/GSC",331.45,4.282,0.16,38555,2024-12-13,12:56:30,38563,2.4,0.5,38563.0,,"38563, 38555",,,,,"Detection, Timing; Detection, Localization, X-ray, Upper Limit"
GRB 241213A,EP241213a,"INTEGRAL, GRBAlpha, Konus-Wind, Swift/BAT",116.163,35.269,0.0166666666666666,38583,2024-12-13,02:19:00,38547,15.0,,38547.0,L,"38556, 38590, 38581, 38583, 38547",15-150 keV,,,,"Detection, Localization, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, X-ray, Radio, Timing, Observation; Detection, Gamma-ray, X-ray, Spectroscopy, Timing, Upper Limit, Observation; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing"
GRB 241211A,,Fermi/GBM,266.7,-33.3,10.2,38530,2024-12-11,02:23:21,38530,,,,S?,38530,,,,,"Detection, Localization, Gamma-ray"
GRB 241209E,,Fermi/GBM,53.1,7.6,9.8,38495,2024-12-09,18:26:43,38495,,,,L?,38495,,,,,"Detection, Localization, Gamma-ray"
GRB 241209D,,"Fermi/GBM, Swift/BAT, Konus-Wind, AstroSat/CZTI, CALET, GRBAlpha",190.111,-2.879,0.05,38489,2024-12-09,10:59:44,38488,150.0,,38489.0,"L?, L","38488, 38489, 38526, 38518, 38507, 38569, 38589","20-300 keV, 100-500 keV, 10-1000 keV",,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Timing, Observation; Detection, Gamma-ray, Radio, Timing, Observation"
GRB 241209C,,"Swift/BAT, Fermi/GBM, AstroSat/CZTI",116.0,-1.0,4.2,38482,2024-12-09,07:22:54,38482,11.0,,38524.0,"L, L?","38501, 38524, 38490, 38482","10-1000 keV, 100-500 keV",,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Timing"
GRB 241209A,,"Fermi/GBM, Swift/BAT",155.376,6.316,0.05,38476,2024-12-09,05:35:44,38476,0.25,,38476.0,"S?, S","38474, 38502, 38476",10-1000 keV,"0.78, 1.49","38535, 38484, 38502, 38538, 38487",,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Redshift, Observation; Detection, Gamma-ray, X-ray, Optical, Timing, Upper Limit"
GRB 241207C,,MAXI/GSC,306.821,-23.399,0.41,38462,2024-12-07,22:20:07,38462,,,,,38462,,,,,"Detection, Localization, X-ray, Upper Limit"
GRB 241207B,,"Fermi/GBM, Swift/BAT",234.8,-14.3,8.0,38461,2024-12-07,20:51:01,38461,0.3,,38510.0,"S?, S","38461, 38510, 38472",10-1000 keV,,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 241207A,,"Fermi/GBM, EIRSAT-1/GMOD",287.5,42.5,1.6,38454,2024-12-07,08:54:08.100000,38536,,,,L?,"38454, 38536",,,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray"
GRB 241206C,,"SVOM/GRM, GRBAlpha",,,,38455,2024-12-06,10:03:43.500000,38533,0.3,0.1,38455.0,"S?, S","38455, 38533",,,,,"Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Radio, Timing, Observation"
GRB 241206A,,"Swift/BAT, Fermi/GBM",215.5,56.0,5.2,38447,2024-12-06,12:06:49,38447,31.0,,38456.0,L?,"38453, 38456, 38447",10-1000 keV,,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 241204A,,"Fermi/GBM, Fermi/LAT, Konus-Wind",316.5,6.55,0.5,38436,2024-12-04,03:39:19.909000,38631,0.1,,38631.0,S,"38441, 38436, 38631",10-1000 keV,,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Observation; Detection, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation"
GRB 241201B,,Fermi/GBM,333.26,38.75,20.18,38411,2024-12-01,13:32:00.630000,38411,,,,S?,"38411, 38412",,,,,"Detection, Localization, Gamma-ray"
GRB 241201A,,"AstroSat/CZTI, Fermi/GBM, GRBAlpha",189.8,-0.7,2.6,38407,2024-12-01,14:55:59,38403,7.6,0.8,38470.0,"L, L?","38470, 38407, 38437, 38403",100-500 keV,,,,"Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Gamma-ray, Radio, Timing, Upper Limit; Detection, Localization, Gamma-ray"
GRB 241130A,,"EIRSAT-1/GMOD, CALET, Fermi/GBM, Konus-Wind, IPN",100.3,-26.4,1.0,38406,2024-11-30,23:13:44.300000,38423,10.0,,38429.0,"L, L?","38423, 38439, 38406, 38405, 38421, 38429, 38424",10-1000 keV,,,,"Detection, Gamma-ray; Detection, Localization, Gamma-ray, Timing; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing"
GRB 241129A,,"Fermi/GBM, Swift/BAT",245.5,1.1,5.0,38375,2024-11-29,01:31:33,38375,52.0,,38529.0,L?,"38529, 38375, 38419",10-1000 keV,,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 241128C,,SVOM/GRM,,,,38389,2024-11-28,18:07:23.050000,38389,0.3,,38389.0,S,38389,,,,,"Detection, Gamma-ray, Timing, Observation"
GRB 241128B,,"SVOM/GRM, IPN",,,,38388,2024-11-28,05:22:24,38388,10.0,,38388.0,"S, L","38388, 38399",,,,,"Detection, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing"
GRB 241128A,,"Fermi/GBM, Swift/BAT",273.724,33.492,0.04,38387,2024-11-28,16:14:34,38367,4.0,,38367.0,,"38432, 38387, 38367",15-150 keV,,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, X-ray, Optical, Timing, Observation"
GRB 241127A,,"SVOM/GRM, Swift/BAT",327.911,-56.652,0.0283333333333333,38386,2024-11-27,21:43:16,38354,10.0,,38354.0,,"38363, 38386, 38354",15-150 keV,,,,"Detection, Gamma-ray, Optical, Timing, Observation; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing"
GRB 241126B,,SVOM/GRM,,,,38343,2024-11-26,17:58:15.000,38343,0.09,,38343.0,S,38343,,,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 241126A,,SVOM/GRM,,,,38342,2024-11-26,05:04:16,38342,60.0,,38342.0,,38342,,,,,"Detection, Gamma-ray, Timing, Observation"
GRB 241120A,,"Fermi/GBM, Konus-Wind, GRBAlpha, CALET, INTEGRAL",194.2908,52.1504,0.0166666666666666,38280,2024-11-20,05:53:58,38280,4.0,,38280.0,"L?, L","38279, 38297, 38285, 38307, 38295, 38280",10-1000 keV,0.36,38291,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Radio, Timing, Observation; Detection, Localization, Gamma-ray, Timing, Observation; Detection, Localization, Refined Localization, Gamma-ray"
GRB 241119A,,Fermi/GBM,248.2,-15.0,5.2,38276,2024-11-19,08:23:20,38276,,,,L?,38276,,,,,"Detection, Localization, Gamma-ray"
GRB 241118A,,Fermi/GBM,324.1,25.9,16.8,38268,2024-11-18,14:46:15,38268,,,,S?,38268,,,,,"Detection, Localization, Gamma-ray"
GRB 241117B,,Fermi/GBM,323.5,23.5,1.7,38263,2024-11-17,20:16:55,38263,,,,L?,38263,,,,,"Detection, Localization, Gamma-ray"
GRB 241117A,,"Swift/BAT, SVOM/GRM, Fermi/GBM, Konus-Wind, IPN",2.0,16.3,1.7,38258,2024-11-17,03:00:43,38258,8.9,,38265.0,"L, L?, S?","38273, 38266, 38265, 38258, 38304, 38300",10-1000 keV,,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Optical, Timing, Observation; Detection, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing"
GRB 241115D,EP241115a,"Konus-Wind, SVOM/GRM",,,,38323,2024-11-15,05:45:36,38250,45.0,4.0,38250.0,L,"38323, 38250",20-300 keV,,,,"Detection, Gamma-ray, X-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Optical, Timing, Observation"
GRB 241115C,,"Fermi/GBM, Swift/BAT",257.26,16.2,4.91,38257,2024-11-15,04:35:33.960000,38257,5.1,,38257.0,,"38257, 38245",10-1000 keV,,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 241115B,,"Fermi/GBM, Swift/BAT",31.8,45.0,9.2,38241,2024-11-15,18:07:25,38241,71.0,,38271.0,L?,"38241, 38271, 38260",10-1000 keV,,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 241115A,,"Fermi/GBM, Swift/BAT, CALET",86.765,-0.662,0.05,38235,2024-11-15,13:18:24,38234,5.0,,38235.0,L?,"38247, 38235, 38278, 38234",10-1000 keV,,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Upper Limit; Detection, Localization, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 241114B,,"IPN, Konus-Wind, Insight-HXMT/HE",304.514,-10.028,,38341,2024-11-14,11:05:03,38284,25.0,0.5,38284.0,L,"38341, 38398, 38284",,,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, X-ray, Timing"
GRB 241114A,,Fermi/GBM,13.5,16.4,33.7,38224,2024-11-14,23:01:54,38224,,,,S?,38224,,,,,"Detection, Localization, Gamma-ray"
GRB 241113A,,Swift/BAT,16.578,-22.658,0.0266666666666666,38229,2024-11-13,07:48:13,38194,4.0,,38194.0,,"38194, 38229",15-150 keV,,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 241112A,,Fermi/GBM,154.7,-0.8,13.8,38170,2024-11-12,01:49:39,38170,,,,S?,38170,,,,,"Detection, Localization, Gamma-ray"
GRB 241111A,,Fermi/GBM,127.1,-69.3,1.0,38159,2024-11-11,05:31:43,38159,,,,L?,38159,,,,likely due to local particles,"Detection, Localization, Gamma-ray"
GRB 241107A,,"SVOM/GRM, INTEGRAL, Swift/BAT, IPN, Konus-Wind",111.325,-24.487,0.0666666666666666,38177,2024-11-07,23:30:00,38165,0.5,0.1,38125.0,S,"38125, 38164, 38177, 38165, 38205, 38172",200-2600 keV,,,,"Detection, Gamma-ray, Timing; Detection, Timing; Detection, Localization, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 241105A,,"Swift/BAT, Fermi/GBM, Konus-Wind, SVOM/GRM",66.2381,-49.7547,0.05,38091,2024-11-05,16:06:04,38091,2.0,,38108.0,"S, S?, L","38091, 38085, 38103, 38108, 38104, 38123",10-1000 keV,"2.681, 2.702","38097, 38654, 38167, 38103, 38104, 38123",,"Detection, Localization, Gamma-ray, X-ray, Optical, Observation; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Spectroscopy, Timing, Redshift, Observation; Detection, Refined Localization, Gamma-ray, X-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Redshift, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Redshift, Observation"
GRB 241101A,,Swift/BAT,204.323,28.233,0.0216666666666666,38033,2024-11-01,05:41:45,38025,15.0,,38025.0,,"38033, 38025",15-150 keV,,,,"Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Timing"
GRB 241030A,EP241030a,"Konus-Wind, Swift/BAT, Fermi/LAT, Fermi/GBM, SVOM/GRM, GRBAlpha",343.216,80.438,0.0183333333333333,38010,2024-10-30,05:48:03,37979,210.4,,37982.0,"L, L?","37982, 38010, 37979, 37956, 37955, 37972, 38074, 38015","15-150 keV, 10-1000 keV","1.41, 1.4, 1.411","38035, 38027, 37988, 37982, 38105, 37959, 38041",,"Detection, Gamma-ray, Spectroscopy, Timing, Redshift, Upper Limit, Observation; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Optical, Observation; Detection, Gamma-ray, Radio, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 241026A,EP241026a,"Swift/BAT, Fermi/GBM, SVOM/GRM, GECAM-B, GRBAlpha",293.425,57.996,0.02,37971,2024-10-26,22:42:31,37929,10.0,,37929.0,"L?, L","37896, 37917, 37894, 37971, 37921, 37924, 37929","10-1000 keV, 15-150 keV","2.79, 2.791","37928, 37925, 37918, 37916",,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, X-ray, Optical, Timing, Observation; Detection, Refined Localization, Gamma-ray, X-ray, Spectroscopy, Timing; Detection, Gamma-ray, X-ray, Radio, Timing, Observation"
GRB 241025C,,Fermi/GBM,152.56,48.27,2.29,37883,2024-10-25,15:36:10.660000,37887,5.0,,37887.0,S?,"37887, 37883",10-1000 keV,,,,"Detection, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray"
GRB 241025B,,Fermi/GBM,254.69,9.07,2.53,37881,2024-10-25,13:06:36.090000,37881,,,,L?,37881,,,,,"Detection, Localization, Gamma-ray"
GRB 241025A,EP241025a,"Swift/BAT, Fermi/GBM, Konus-Wind, SVOM/GRM",333.33,83.566,0.05,37859,2024-10-25,01:36:26,37860,180.0,,37859.0,"L?, L","37859, 37860, 37886, 37927, 37863","10-1000 keV, 20-300 keV",4.2,"37866, 37888, 37927",,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, X-ray, Spectroscopy, Timing, Redshift; Detection, Gamma-ray, Timing, Observation"
GRB 241024B,,Fermi/GBM,162.8,-1.98,14.81,37856,2024-10-24,15:31:12.360000,37856,,,,S?,37856,,,,,"Detection, Localization, Gamma-ray"
GRB 241024A,,Fermi/GBM,117.29,-27.64,2.98,37853,2024-10-24,08:05:48.050000,37853,,,,L?,37853,,,,,"Detection, Localization, Gamma-ray"
GRB 241022A,,IPN,0.48,31.665,,37885,2024-10-22,22:08:23,37885,,,,S,37885,,,,,"Detection, Localization, Gamma-ray, Timing"
GRB 241021A,,"IPN, Konus-Wind",267.026,29.592,,37847,2024-10-21,14:58:50,37847,236.0,,38100.0,L,"37847, 38100",,,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 241016C,,Fermi/GBM,108.68,-40.82,14.9,37802,2024-10-16,16:19:50.850000,37802,,,,S?,37802,,,,,"Detection, Localization, Gamma-ray"
GRB 241016B,,"Fermi/GBM, SVOM/GRM, Swift/BAT",8.8,3.1,21.0,37797,2024-10-16,11:12:40.100000,37803,0.2,,37803.0,"S?, S","37797, 37813, 37803, 37806",10-1000 keV,,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Refined Localization, Gamma-ray, Timing, Observation"
GRB 241016A,,Fermi/GBM,70.6,12.1,14.7,37795,2024-10-16,01:45:33,37795,,,,S?,37795,,,,,"Detection, Localization, Gamma-ray"
GRB 241013B,,"SVOM/GRM, Fermi/GBM, Swift/BAT",148.4,-32.3,2.5,37782,2024-10-13,22:27:42,37782,29.0,,37791.0,"L, L?","37785, 37782, 37791, 37790",10-1000 keV,,,,"Detection, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 241013A,,"Fermi/GBM, INTEGRAL",275.2756,-15.6302,0.0416666666666666,37781,2024-10-13,00:58:26,37781,30.0,,37781.0,"L?, L","37789, 37780, 37781",10-1000 keV,,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray; Detection, Localization, Refined Localization, Gamma-ray"
GRB 241011A,,Fermi/GBM,68.6,-29.9,7.0,37774,2024-10-11,20:50:53,37774,,,,L?,37774,,,,likely due to local particles,"Detection, Localization, Gamma-ray"
GRB 241010B,,Fermi/GBM,319.1,22.2,9.6,37759,2024-10-10,17:49:55,37759,,,,L?,37759,,,,,"Detection, Localization, Gamma-ray"
GRB 241010A,,Swift/BAT,153.367,11.544,0.0183333333333333,37792,2024-10-10,10:05:14,37755,40.0,,37755.0,,"37755, 37792",15-150 keV,0.977,38080,,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 241008A,,"Fermi/GBM, Fermi/LAT",112.84,-9.4,0.23,37747,2024-10-08,22:00:04,37740,53.0,,37748.0,L?,"37740, 37748, 37741, 37747",10-1000 keV,,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Gamma-ray, Observation"
GRB 241006A,,Swift/BAT,304.782,-40.806,0.03,37753,2024-10-06,21:51:58,37722,30.0,,37722.0,,"37753, 37722",15-150 keV,,,,"Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing"
GRB 241004A,,SVOM/GRM,,,,37716,2024-10-04,10:14:32,37716,17.4,5.8,37716.0,L,37716,,,,,"Detection, Gamma-ray, Timing, Observation"
GRB 241002D,,"SVOM/GRM, Fermi/GBM",24.6,20.3,11.4,37697,2024-10-02,22:08:07,37693,4.8,2.8,37693.0,L,"37693, 37697",,,,,"Detection, Gamma-ray, Timing, Observation; Detection, Gamma-ray, Spectroscopy, Timing"
GRB 241002B,,"Fermi/GBM, Swift/BAT",333.8,-64.3,3.7,37668,2024-10-02,06:14:18,37668,64.0,,37711.0,L?,"37711, 37668, 37704",10-1000 keV,,,,"Detection, Gamma-ray, X-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 241002A,,Swift/BAT,140.942,39.829,0.0166666666666666,37705,2024-10-02,00:50:22,37662,20.0,,37662.0,,"37662, 37705",15-150 keV,,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 240930B,EP240930a,"IPN, Swift/BAT, SVOM/GRM, CALET, Fermi/GBM, GRBAlpha",313.7,40.8,1.8,37640,2024-09-30,17:18:02,37660,64.3,,37660.0,"L, L?","37696, 37654, 37714, 37691, 37640, 37660, 37658",10-1000 keV,,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray; Detection, Gamma-ray, X-ray, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Timing, Observation; Detection, Gamma-ray, X-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Radio, Timing, Observation"
GRB 240930A,,Fermi/GBM,190.7,-81.9,1.0,37633,2024-09-30,04:07:53,37633,,,,L?,37633,,,,likely due to local particles,"Detection, Localization, Gamma-ray"
