GRB,EP,Instrument,RA_deg,Dec_deg,Error_deg,po_CircularID,TriggerDate,TriggerTime,time_CircularID,T90_s,T90_err_s,T90_CircularID,GRBType,CircularID,EnergyBand,redshift,Comment,CircularType
GRB 241207C,,MAXI/GSC,306.821,-23.399,0.41,38462.0,2024-12-07,22:20:07,38462.0,,,,,38462,,,,"Detection, Localization, X-ray, Upper Limit"
GRB 241207B,,"Fermi/GBM, Swift/BAT",234.8,-14.3,8.0,38461.0,2024-12-07,20:51:01,38461.0,0.3,,38510.0,"S?, S","38461, 38510, 38472",10-1000 keV,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 241207A,,"Fermi/GBM, EIRSAT-1/GMOD",287.5,42.5,1.6,38454.0,2024-12-07,08:54:08.100000,38536.0,,,,L?,"38454, 38536",,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray"
GRB 241207,,Fermi/GBM,,,,38460.0,2024-12-07,00:41:09,38464.0,,,,,"38460, 38464",,,,"Detection, Upper Limit, Observation"
GRB 241206C,,"SVOM/GRM, GRBAlpha",,,,38455.0,2024-12-06,10:03:43.500000,38533.0,0.3,0.1,38455.0,"S?, S","38455, 38533",,,,"Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Radio, Timing, Observation"
GRB 241206B,,SVOM/ECLAIRs,300.202,65.182,,38450.0,2024-12-06,15:08:48,38450.0,,,,,38450,5-8 keV,,Probable flare from the QSO 1ES 1959+650.,"Detection, Localization, Gamma-ray, Timing"
GRB 241206A,,"Swift/BAT, Fermi/GBM",215.5,56.0,5.2,38447.0,2024-12-06,12:06:49,38447.0,31.0,,38456.0,L?,"38453, 38456, 38447",10-1000 keV,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 241204A,,"Fermi/GBM, Fermi/LAT, Konus-Wind",316.5,6.55,0.5,38436.0,2024-12-04,03:39:19.909000,38631.0,0.1,,38631.0,S,"38441, 38436, 38631",10-1000 keV,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Observation; Detection, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation"
GRB 241201B,,Fermi/GBM,333.26,38.75,20.18,38411.0,2024-12-01,13:32:00.630000,38411.0,,,,S?,"38411, 38412",,,,"Detection, Localization, Gamma-ray"
GRB 241201A,,"AstroSat/CZTI, Fermi/GBM",189.8,-0.7,2.6,38407.0,2024-12-01,14:55:59,38403.0,,,,L?,"38470, 38407, 38403",100-500 keV,,,"Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Localization, Gamma-ray"
GRB 241130A,,"EIRSAT-1/GMOD, CALET, Fermi/GBM, Konus-Wind, IPN",100.3,-26.4,1.0,38406.0,2024-11-30,23:13:44.300000,38423.0,10.0,,38429.0,"L, L?","38423, 38439, 38406, 38405, 38421, 38429, 38424",10-1000 keV,,,"Detection, Gamma-ray; Detection, Localization, Gamma-ray, Timing; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing"
GRB 241130,,Fermi/GBM,,,,38400.0,2024-11-30,23:15:15,38400.0,,,,,38400,,,,"Detection, Upper Limit, Observation"
GRB 241129A,,"Fermi/GBM, Swift/BAT",245.5,1.1,5.0,38375.0,2024-11-29,01:31:33,38375.0,52.0,,38529.0,L?,"38529, 38375, 38419",10-1000 keV,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 241128C,,SVOM/GRM,,,,38389.0,2024-11-28,18:07:23.050000,38389.0,0.3,,38389.0,S,38389,,,,"Detection, Gamma-ray, Timing, Observation"
GRB 241128B,,"SVOM/GRM, IPN",,,,38388.0,2024-11-28,05:22:24,38388.0,10.0,,38388.0,"S, L","38388, 38399",,,,"Detection, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing"
GRB 241128A,,"Fermi/GBM, Swift/BAT",273.724,33.492,0.04,38387.0,2024-11-28,16:14:34,38367.0,4.0,,38367.0,,"38432, 38387, 38367",15-150 keV,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, X-ray, Optical, Timing, Observation"
GRB 241128,,Fermi/GBM,,,,38369.0,2024-11-28,18:36:17,38369.0,,,,,38369,,,,"Detection, Upper Limit, Observation"
GRB 241127B,,SVOM/ECLAIRs,10.9757,17.8559,,38413.0,2024-11-27,20:56:28.248000,38413.0,,,,L,38413,,,,"Detection, Localization, Gamma-ray, Timing, Observation"
GRB 241127A,,"SVOM/GRM, Swift/BAT",327.911,-56.652,0.0283333333333333,38386.0,2024-11-27,21:43:16,38354.0,10.0,,38354.0,,"38363, 38386, 38354",15-150 keV,,,"Detection, Gamma-ray, Optical, Timing, Observation; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing"
GRB 241126B,,SVOM/GRM,,,,38343.0,2024-11-26,17:58:15.000,38343.0,0.09,,38343.0,S,38343,,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 241126A,,SVOM/GRM,,,,38342.0,2024-11-26,05:04:16,38342.0,60.0,,38342.0,,38342,,,,"Detection, Gamma-ray, Timing, Observation"
GRB 241120A,,"Fermi/GBM, Konus-Wind, GRBAlpha, CALET, INTEGRAL",194.2908,52.1504,0.0166666666666666,38280.0,2024-11-20,05:53:58,38279.0,3.2,,38285.0,"L?, L","38279, 38297, 38285, 38307, 38295, 38291, 38280",10-1000 keV,0.36,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Radio, Timing, Observation; Detection, Localization, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray, Optical, Redshift, Observation; Detection, Localization, Refined Localization, Gamma-ray"
GRB 241120,,INTEGRAL,,,,38283.0,2024-11-20,15:11:33,38283.0,,,,,38283,,,,"Detection, Upper Limit, Observation"
GRB 241119A,,Fermi/GBM,248.2,-15.0,5.2,38276.0,2024-11-19,08:23:20,38276.0,,,,L?,38276,,,,"Detection, Localization, Gamma-ray"
GRB 241118A,,Fermi/GBM,324.1,25.9,16.8,38268.0,2024-11-18,14:46:15,38268.0,,,,S?,38268,,,,"Detection, Localization, Gamma-ray"
GRB 241117B,,Fermi/GBM,323.5,23.5,1.7,38263.0,2024-11-17,20:16:55,38263.0,,,,L?,38263,,,,"Detection, Localization, Gamma-ray"
GRB 241117A,,"Swift/BAT, SVOM/GRM, Fermi/GBM, Konus-Wind, IPN",2.0,16.3,1.7,38258.0,2024-11-17,03:00:43,38258.0,8.9,,38265.0,"L, L?, S?","38273, 38266, 38265, 38258, 38304, 38300",10-1000 keV,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Optical, Timing, Observation; Detection, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing"
GRB 241115D,EP241115a,"Konus-Wind, SVOM/GRM, EP/WXT",19.416,-17.954,0.0433333333333333,38239.0,2024-11-15,05:45:36,38250.0,45.0,4.0,38250.0,L,"38323, 38250, 38239","20-300 keV, 0.5-4 keV",,,"Detection, Gamma-ray, X-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Optical, Timing, Observation; Detection, Localization, X-ray, Spectroscopy, Observation"
GRB 241115C,,"Fermi/GBM, Swift/BAT",257.26,16.2,4.91,38257.0,2024-11-15,04:35:33.960000,38257.0,5.1,,38257.0,,"38257, 38245",10-1000 keV,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 241115B,,"Fermi/GBM, Swift/BAT",31.8,45.0,9.2,38241.0,2024-11-15,18:07:25,38241.0,71.0,,38271.0,L?,"38241, 38271, 38260",10-1000 keV,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 241115A,,"Fermi/GBM, Swift/BAT, CALET",86.765,-0.662,0.05,38235.0,2024-11-15,13:18:24,38234.0,5.0,,38235.0,L?,"38247, 38235, 38278, 38234",10-1000 keV,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Upper Limit; Detection, Localization, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 241114B,,"IPN, Konus-Wind, Insight-HXMT/HE",304.514,-10.028,,38341.0,2024-11-14,11:05:03,38284.0,25.0,0.5,38284.0,L,"38341, 38398, 38284",,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, X-ray, Timing"
GRB 241114A,,Fermi/GBM,13.5,16.4,33.7,38224.0,2024-11-14,23:01:54,38224.0,,,,S?,38224,,,,"Detection, Localization, Gamma-ray"
GRB 241113B,EP241113b,"EP/WXT, SVOM/GRM, SVOM/ECLAIRs",110.233,46.8,0.0416666666666666,38214.0,2024-11-13,11:22:50,38214.0,11.7,3.0,38212.0,L,"38214, 38212, 38196",8-50 keV,,,"Detection, Localization, Gamma-ray, X-ray, Spectroscopy, Observation; Detection, Gamma-ray, Optical, Timing, Observation; Detection, Localization, Gamma-ray, Timing"
GRB 241113A,,Swift/BAT,16.578,-22.658,0.0266666666666666,38229.0,2024-11-13,07:48:13,38194.0,4.0,,38194.0,,"38194, 38229",15-150 keV,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 241113,,Fermi/GBM,,,,38191.0,2024-11-13,04:51:47,38191.0,,,,,38191,,,,"Detection, Upper Limit, Observation"
GRB 241112B,,"SVOM/ECLAIRs, SVOM/GRM, Fermi/GBM, SVOM",25.7,32.8,31.0,38184.0,2024-11-12,10:57:21,38180.0,7.0,1.6,38180.0,L,"38173, 38180, 38184, 38181",8-50 keV,,,"Detection, Localization, Gamma-ray, Timing; Detection, Gamma-ray, Optical, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Localization, Gamma-ray, Optical, Observation"
GRB 241112A,,Fermi/GBM,154.7,-0.8,13.8,38170.0,2024-11-12,01:49:39,38170.0,,,,S?,38170,,,,"Detection, Localization, Gamma-ray"
GRB 241111A,,Fermi/GBM,127.1,-69.3,1.0,38159.0,2024-11-11,05:31:43,38159.0,,,,L?,38159,,,likely due to local particles,"Detection, Localization, Gamma-ray"
GRB 241111,,Fermi/GBM,,,,38160.0,2024-11-11,07:32:32,38160.0,,,,,38160,,,,"Detection, Upper Limit, Observation"
GRB 241109,,"INTEGRAL, Fermi/GBM",,,,38152.0,2024-11-09,00:01:06,38153.0,,,,,"38152, 38153",,,,"Detection, Upper Limit, Observation"
GRB 241108A,,SVOM/ECLAIRs,123.72,-7.19,,38132.0,2024-11-08,07:09:55,38132.0,,,,L,38132,20-120 keV,,,"Detection, Localization, Gamma-ray, Timing"
GRB 241107A,,"SVOM/GRM, INTEGRAL, Swift/BAT, IPN, Konus-Wind",111.325,-24.487,0.0666666666666666,38177.0,2024-11-07,23:30:00,38165.0,0.5,0.1,38125.0,S,"38125, 38164, 38177, 38165, 38205, 38172",200-2600 keV,,,"Detection, Gamma-ray, Timing; Detection, Timing; Detection, Localization, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 241105A,,"Swift/BAT, Fermi/GBM, Konus-Wind, SVOM/GRM",66.2381,-49.7547,0.05,38091.0,2024-11-05,16:06:04,38091.0,2.0,,38108.0,"S, S?, L","38091, 38097, 38654, 38085, 38167, 38103, 38108, 38104, 38123",10-1000 keV,"2.681, 2.702",,"Detection, Localization, Gamma-ray, X-ray, Optical, Observation; Detection, Refined Localization, Gamma-ray, Optical, Spectroscopy, Redshift, Observation; Detection, Localization, Gamma-ray, Optical, Redshift, Host Galaxy, Observation; Detection, Localization, Gamma-ray; Refined Localization, Gamma-ray, Optical, Spectroscopy, Redshift; Detection, Gamma-ray, Spectroscopy, Timing, Redshift, Observation; Detection, Refined Localization, Gamma-ray, X-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Redshift, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Redshift, Observation"
GRB 241104A,EP241104a,"EP/WXT, CALET, SVOM/GRM, SVOM/ECLAIRs, Fermi/GBM",32.574,31.555,0.045,38081.0,2024-11-04,18:30:14,38082.0,11.9,0.3,38082.0,"L, L?","38081, 38129, 38082, 38078, 38075","0.5-4 keV, 8-120 keV",,,"Detection, Localization, Gamma-ray, X-ray, Spectroscopy, Observation; Detection, Localization, Gamma-ray, X-ray, Timing, Observation; Detection, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray, Timing; Detection, Localization, Gamma-ray"
GRB 241103,,Fermi/GBM,,,,38069.0,2024-11-03,01:53:23,38069.0,,,,,38069,,,,"Detection, Upper Limit, Observation"
GRB 241101A,,Swift/BAT,204.323,28.233,0.0216666666666666,38033.0,2024-11-01,05:41:45,38025.0,15.0,,38025.0,,"38033, 38025",15-150 keV,,,"Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Timing"
GRB 241031,,Fermi/GBM,,,,38017.0,2024-10-31,17:56:38,38017.0,,,,,38017,,,,"Detection, Upper Limit, Observation"
GRB 241030B,,"SVOM/ECLAIRs, Swift/BAT, Fermi/GBM, SVOM/GRM",50.787,34.439,0.0283333333333333,38011.0,2024-10-30,18:34:19,37984.0,8.0,,37981.0,L?,"37984, 37995, 37981, 38004, 37980, 38002, 38011, 37996","8-120 keV, 15-150 keV, 10-1000 keV",">3.3, 2.82",,"Detection, Localization, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, Optical, Spectroscopy, Redshift, Upper Limit, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Upper Limit; Detection, Gamma-ray, Optical, Spectroscopy, Redshift, Observation; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, X-ray, Optical, Timing, Observation; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 241030A,EP241030a,"EP/WXT, Konus-Wind, Swift/BAT, Fermi/LAT, Fermi/GBM, SVOM/GRM, GRBAlpha",343.216,80.438,0.0183333333333333,38010.0,2024-10-30,05:48:03,37979.0,210.4,,37982.0,"L, L?","37997, 38035, 38027, 37988, 37982, 38010, 37979, 37956, 37955, 37959, 37972, 38074, 38015, 38041","15-150 keV, 10-1000 keV","1.41, 1.4, 1.411",,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Observation; Detection, Optical, Redshift; Detection, Gamma-ray, Optical, Spectroscopy, Redshift, Observation; Detection, Refined Localization, Gamma-ray, X-ray, Spectroscopy, Redshift, Observation; Detection, Gamma-ray, Spectroscopy, Timing, Redshift, Upper Limit, Observation; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Localization, Gamma-ray; Detection, Optical, Spectroscopy, Redshift, Host Galaxy, Observation; Detection, Gamma-ray, Optical, Observation; Detection, Gamma-ray, Radio, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Optical, Redshift, Observation"
GRB 241030,,Fermi/GBM,,,,38005.0,2024-10-30,00:02:47,38005.0,,,,,38005,,,,"Detection, Upper Limit, Observation"
GRB 241029A,,"Fermi/GBM, SVOM/GRM, GRBAlpha",324.4,6.6,1.2,37932.0,2024-10-29,02:19:58,37935.0,14.6,0.6,37935.0,"L?, L","37932, 37935, 37950, 37948, 37945, 38048",10-1000 keV,1.072,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Optical, Timing, Observation; Detection, Gamma-ray, Optical, Spectroscopy, Redshift, Observation; Gamma-ray, Spectroscopy, Redshift, Upper Limit; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Radio, Timing, Observation"
GRB 241029,,Fermi/GBM,,,,37933.0,2024-10-29,02:21:41,37933.0,,,,,37933,,,,"Detection, Upper Limit, Observation"
GRB 241026A,EP241026a,"EP/WXT, Swift/BAT, Fermi/GBM, SVOM/GRM, GECAM-B, GRBAlpha",293.4008,57.9857,0.0027777777777777,37909.0,2024-10-26,22:41:28,37909.0,150.0,,37909.0,"L?, L","37928, 37909, 37896, 37925, 37917, 37894, 37918, 37971, 37921, 37924, 37929, 37916","10-1000 keV, 15-150 keV","2.79, 2.791",,"Detection, Gamma-ray, Optical, Redshift; Detection, Localization, Gamma-ray, X-ray, Spectroscopy, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Optical, Redshift, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, X-ray, Optical, Redshift, Observation; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, X-ray, Optical, Timing, Observation; Detection, Refined Localization, Gamma-ray, X-ray, Spectroscopy, Timing; Detection, Gamma-ray, X-ray, Radio, Timing, Observation; Gamma-ray, Optical, Spectroscopy, Redshift, Observation"
GRB 241026,,Fermi/GBM,,,,37901.0,2024-10-26,18:10:50,37901.0,,,,,37901,,,,"Detection, Upper Limit, Observation"
GRB 241025C,,Fermi/GBM,152.56,48.27,2.29,37883.0,2024-10-25,15:36:10.660000,37887.0,5.0,,37887.0,S?,"37887, 37883",10-1000 keV,,,"Detection, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray"
GRB 241025B,,Fermi/GBM,254.69,9.07,2.53,37881.0,2024-10-25,13:06:36.090000,37881.0,,,,L?,37881,,,,"Detection, Localization, Gamma-ray"
GRB 241025A,EP241025a,"EP/WXT, Swift/BAT, Fermi/GBM, SVOM, Konus-Wind, SVOM/GRM",333.6408,83.5772,0.0027777777777777,37864.0,2024-10-25,01:36:26,37860.0,180.0,,37859.0,"L?, L","37864, 37859, 37866, 37888, 37860, 37886, 37964, 37927, 37863","10-1000 keV, 20-300 keV",4.2,,"Detection, Localization, Gamma-ray, X-ray, Spectroscopy, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Gamma-ray, Optical, Spectroscopy, Redshift, Observation; Detection, Refined Localization, Gamma-ray, X-ray, Spectroscopy, Redshift, Observation; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Gamma-ray, X-ray, Optical, Redshift, Observation; Detection, Gamma-ray, X-ray, Spectroscopy, Timing, Redshift; Detection, Gamma-ray, Timing, Observation"
GRB 241025,,Fermi/GBM,,,,37880.0,2024-10-25,13:08:42,37879.0,,,,,"37880, 37879",,,,"Detection, Upper Limit, Observation"
GRB 241024B,,Fermi/GBM,162.8,-1.98,14.81,37856.0,2024-10-24,15:31:12.360000,37856.0,,,,S?,37856,,,,"Detection, Localization, Gamma-ray"
GRB 241024A,,Fermi/GBM,117.29,-27.64,2.98,37853.0,2024-10-24,08:05:48.050000,37853.0,,,,L?,37853,,,,"Detection, Localization, Gamma-ray"
GRB 241024,,Fermi/GBM,,,,37851.0,2024-10-24,08:09:14,37851.0,,,,,37851,,,,"Detection, Upper Limit, Observation"
GRB 241022A,,IPN,0.48,31.665,,37885.0,2024-10-22,22:08:23,37885.0,,,,S,37885,,,,"Detection, Localization, Gamma-ray, Timing"
GRB 241021A,,"IPN, Konus-Wind",267.026,29.592,,37847.0,2024-10-21,14:58:50,37847.0,236.0,,38100.0,L,"37847, 38100",,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 241018A,,"Konus-Wind, SVOM/GRM, SVOM",67.99,43.03,,37812.0,2024-10-18,11:54:34,37812.0,16.0,,37831.0,L,"37832, 37831, 37812",8-120 keV,,,"Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 241017A,,SVOM/ECLAIRs,356.28,15.72,,37799.0,2024-10-17,03:57:04,37799.0,,,,L,37799,5-8 keV,,,"Detection, Localization, Gamma-ray, Timing"
GRB 241016C,,Fermi/GBM,108.68,-40.82,14.9,37802.0,2024-10-16,16:19:50.850000,37802.0,,,,S?,37802,,,,"Detection, Localization, Gamma-ray"
GRB 241016B,,"Fermi/GBM, SVOM/GRM, Swift/BAT",8.8,3.1,21.0,37797.0,2024-10-16,11:12:40.100000,37803.0,0.2,,37803.0,"S?, S","37797, 37813, 37803, 37806",10-1000 keV,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Refined Localization, Gamma-ray, Timing, Observation"
GRB 241016A,,Fermi/GBM,70.6,12.1,14.7,37795.0,2024-10-16,01:45:33,37795.0,,,,S?,37795,,,,"Detection, Localization, Gamma-ray"
GRB 241016,,Fermi/GBM,,,,37804.0,2024-10-16,03:56:30,37804.0,,,,,37804,,,,"Detection, Upper Limit, Observation"
GRB 241013B,,"SVOM/GRM, Fermi/GBM, Swift/BAT",148.4,-32.3,2.5,37782.0,2024-10-13,22:27:42,37782.0,29.0,,37791.0,"L, L?","37785, 37782, 37791, 37790",10-1000 keV,,,"Detection, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 241013A,,"Fermi/GBM, INTEGRAL",275.2756,-15.6302,0.0416666666666666,37781.0,2024-10-13,00:58:26,37781.0,9.0,,37789.0,"L?, L","37789, 37780, 37781",10-1000 keV,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray; Detection, Localization, Refined Localization, Gamma-ray"
GRB 241013,,INTEGRAL,,,,37783.0,2024-10-13,23:56:43,37783.0,,,,,37783,,,,"Detection, Upper Limit, Observation"
GRB 241011A,,Fermi/GBM,68.6,-29.9,7.0,37774.0,2024-10-11,20:50:53,37774.0,,,,L?,37774,,,likely due to local particles,"Detection, Localization, Gamma-ray"
GRB 241010B,,Fermi/GBM,319.1,22.2,9.6,37759.0,2024-10-10,17:49:55,37759.0,,,,L?,37759,,,,"Detection, Localization, Gamma-ray"
GRB 241010A,,Swift/BAT,153.367,11.544,0.0183333333333333,37792.0,2024-10-10,10:05:14,37755.0,40.0,,37755.0,,"37755, 38080, 37792",15-150 keV,0.977,,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Optical, Redshift, Host Galaxy; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 241010,,Fermi/GBM,,,,37767.0,2024-10-10,01:37:39,37767.0,,,,,"37767, 37763",,,,"Detection, Upper Limit, Observation"
GRB 241009A,,SVOM/ECLAIRs,325.11,-35.63,,37749.0,2024-10-09,19:17:29,37749.0,,,,L,37749,8-50 keV,,,"Detection, Localization, Gamma-ray, Timing"
GRB 241008A,,"Fermi/GBM, Fermi/LAT",112.84,-9.4,0.23,37747.0,2024-10-08,22:00:04,37740.0,53.0,,37748.0,L?,"37740, 37748, 37741, 37747",10-1000 keV,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Gamma-ray, Observation"
GRB 241006A,,Swift/BAT,304.782,-40.806,0.03,37753.0,2024-10-06,21:51:58,37722.0,30.0,,37722.0,,"37753, 37722",15-150 keV,,,"Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing"
GRB 241004A,,SVOM/GRM,,,,37716.0,2024-10-04,10:14:32,37716.0,17.4,5.8,37716.0,L,37716,,,,"Detection, Gamma-ray, Timing, Observation"
GRB 241004,,Fermi/GBM,,,,37710.0,2024-10-04,00:04:22,37708.0,,,,,"37710, 37708, 37717",,,,"Detection, Upper Limit, Observation"
GRB 241003,,Fermi/GBM,,,,37709.0,2024-10-03,03:02:59,37709.0,,,,,37709,,,,"Detection, Upper Limit, Observation"
GRB 241002D,,"SVOM/GRM, Fermi/GBM",24.6,20.3,11.4,37697.0,2024-10-02,22:08:07,37693.0,4.8,2.8,37693.0,L,"37693, 37697",,,,"Detection, Gamma-ray, Timing, Observation; Detection, Gamma-ray, Spectroscopy, Timing"
GRB 241002C,,SVOM/ECLAIRs,62.45,-7.91,,37674.0,2024-10-02,09:20:48,37674.0,,,,,37674,5-8 keV,,RS CVn variable star EI Eri.,"Detection, Localization, Gamma-ray"
GRB 241002B,,"Fermi/GBM, Swift/BAT",333.8,-64.3,3.7,37668.0,2024-10-02,06:14:18,37668.0,,,,L?,"37668, 37704",,,,"Detection, Localization, Gamma-ray"
GRB 241002A,,Swift/BAT,140.942,39.829,0.0166666666666666,37705.0,2024-10-02,00:50:22,37662.0,20.0,,37662.0,,"37662, 37705",15-150 keV,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 241001A,,SVOM/ECLAIRs,20.42,-43.53,,37655.0,2024-10-01,17:08:45,37655.0,8.0,,37713.0,,"37677, 37713, 37867, 37655","5-20 keV, 5-8 keV","0.5727, 0.573, 0.57",,"Detection, Gamma-ray, Optical, Redshift, Host Galaxy, Observation; Detection, Gamma-ray, X-ray, Spectroscopy, Timing, Redshift; Detection, Gamma-ray, Optical, Spectroscopy, Timing, Redshift, Observation; Detection, Localization, Gamma-ray"
GRB 240930B,EP240930a,"EP/WXT, IPN, Swift/BAT, SVOM/GRM, CALET, Fermi/GBM, GRBAlpha",319.899,41.303,0.035,37648.0,2024-09-30,17:17:50,37648.0,200.0,,37648.0,"L, L?","37648, 37696, 37654, 37714, 37691, 37640, 37658",,,,"Detection, Localization, Gamma-ray, X-ray, Spectroscopy, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray; Detection, Gamma-ray, X-ray, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Timing, Observation; Detection, Gamma-ray, Radio, Timing, Observation"
GRB 240930A,,Fermi/GBM,190.7,-81.9,1.0,37633.0,2024-09-30,04:07:53,37633.0,,,,L?,37633,,,likely due to local particles,"Detection, Localization, Gamma-ray"
GRB 240929A,,"Fermi/GBM, GRBAlpha, SVOM/GRM, INTEGRAL",2.4233,74.8275,0.0333333333333333,37630.0,2024-09-29,19:50:02,37630.0,17.0,,37650.0,"L?, L","37627, 37629, 37657, 37650, 37630",,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Gamma-ray, Radio, Timing, Observation; Detection, Gamma-ray, Timing, Observation; Detection, Localization, Refined Localization, Gamma-ray"
GRB 240929,,"INTEGRAL, Fermi/GBM",,,,37626.0,2024-09-29,19:50:59,37626.0,,,,,"37626, 37632",,,,"Detection, Upper Limit, Observation"
